ID,Hero,Skill Tier,KDA Ratio,"Pick Rate, %",Eliminations / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Magnetic Grenade Attaches,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Objective Contest Time / 10min,Recon Assists / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,Direct Hits,Enemies Trapped / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,"Average Energy, %",Deaths Prevented / 10min,Amp Matrix Assists / 10min,"Airtime, %",Overhealth / 10min,Inspire Uptime,Enemies Frozen / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,Average Damage Multiplier,Players Teleported / 10min,"Wound Uptime, %",Role,Life Grip Saves / 10min,Total Kills,"Average Accuracy, %",Win Rate Classification
860,Pharah,Bronze,3.17,1.09,19.08,45,8297,,8.0,,,,,,11.24,,,,,,,,,,,,,,15.0,,,,,,,,61.73,,,,,,,,,Damage,,13.93,45.0,Low
131,Wrecking Ball,Silver,5.19,0.51,16.6,132,7404,,5.74,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.3,20.0,Low
124,Zenyatta,Platinum,5.1,1.97,14.3,64,5112,6409.0,7.34,,,,1503.23,,,,,,,,,,,,,1295.34,,,,,,,,,,,,,,,,,,,,Support,,12.11,25.5,Low
749,Bastion,Gold,2.85,2.65,19.88,61,10417,,8.32,,,,,,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,38.39,28.0,High
91,Zenyatta,Silver,5.19,1.31,13.55,69,4886,6313.0,7.29,,,,1436.18,,,,,,,,,,,,,1256.72,,,,,,,,,,,,,,,,,,,,Support,,10.879999999999999,24.0,Low
358,Doomfist,Gold,3.12,1.17,16.64,99,7859,,7.97,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,2902.02,,,,,,,,Tank,,26.72,28.0,Low
634,Sigma,Gold,4.43,1.82,17.62,124,8923,,5.61,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,1492.55,,,,,,,,Tank,,15.870000000000001,46.0,High
420,Sojourn,Master,3.26,0.79,19.06,53,8339,,7.86,,,,,,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,25.630000000000003,29.666666666666668,Low
878,Tracer,Bronze,2.56,2.33,17.29,58,5944,,8.45,,,,,,8.14,,,,,,,,,,,,,,,,762.68,4.64,1.43,,,,,,,,,,,,,Damage,,10.68,19.0,Low
872,Moira,Gold,6.04,4.46,17.78,88,5332,9121.0,6.26,,,,,,,,,,,,,46.0,67.0,,,,,,,,,,,,,,,,,,,,,,,Support,,20.939999999999998,49.0,Low
466,Soldier: 76,Silver,2.43,3.33,16.9,56,7832,1409.0,9.44,,,,,,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,19.189999999999998,30.666666666666668,Low
122,Symmetra,Silver,3.12,1.76,20.05,60,8483,,8.26,,,,,,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,13.65,,Damage,,21.240000000000002,37.5,High
1068,Junker Queen,Gold,4.99,2.07,19.81,129,9223,,6.38,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,19.0,Tank,,19.47,34.5,High
630,Kiriko,Diamond,4.95,10.38,8.42,69,2444,8994.0,5.65,,,,,,,,,,,5.79,19.0,,,,,,,,,,,,,,,,,,,,,,,,,Support,,11.959999999999999,23.0,Low
280,Roadhog,Bronze,4.05,2.69,17.25,119,8124,,6.43,,,,,,,,,,,,,,,76.0,,,,,,,5009.46,,,,,,,,,,,,,,,Tank,,19.44,40.155,Low
291,Echo,Bronze,2.42,0.27,17.89,66,7246,,8.12,,,,,,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,27.81,26.24,Low
469,Sojourn,Platinum,2.75,5.58,17.7,63,8026,,8.31,,,,,,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,24.33,29.333333333333332,Low
81,Sigma,Master,4.9,2.73,18.43,116,9328,,5.62,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,1398.77,,,,,,,,Tank,,16.54,48.0,High
657,Torbjorn,Platinum,3.17,1.57,18.06,47,9631,,7.05,,,,,,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.299999999999997,18.0,High
781,Widowmaker,Gold,2.79,1.96,16.14,24,6041,,7.66,,,,,,11.08,,,,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,Damage,,9.89,46.0,Low
299,Lucio,Grandmaster,4.1,4.07,13.48,89,3766,7135.0,7.29,,,,,,,,,,,,,,,,,,27.67,10.36,,,,,,,,,,,,,,,,,,Support,,5.89,17.0,High
298,Soldier: 76,Gold,2.89,3.67,18.95,56,8799,1303.0,8.26,,,,,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,20.38,32.0,Low
162,Sojourn,Gold,2.85,0.9,17.51,61,8177,,8.09,,,,,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,24.15,29.666666666666668,Low
272,Wrecking Ball,Bronze,4.22,0.31,14.89,127,6816,,6.24,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.87,20.0,Low
319,Mei,Grandmaster,3.57,3.33,17.07,77,7114,,6.97,,,,,,7.43,,,,,,,,,,,,,,,,976.68,,,,,,,,,3.03,,,,,,Damage,,11.11,31.666666666666668,High
762,Sojourn,Platinum,2.92,1.4,18.18,57,8469,,7.98,,,,,,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,25.169999999999998,30.333333333333332,Low
331,Symmetra,Platinum,3.49,1.34,19.3,65,8498,,7.92,,,,,,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,17.89,,Damage,,19.380000000000003,38.0,High
940,Soldier: 76,Master,2.96,8.31,19.39,46,9511,1319.0,7.94,,,,,,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,20.700000000000003,33.333333333333336,Low
228,Zarya,Master,4.86,2.69,20.19,117,10345,,6.13,,,,,,,,,,,,,,,69.0,,,,,,,,,,39.73,,,,,,,,,,,,Tank,,25.909999999999997,44.5,Low
888,Mei,Gold,3.99,1.84,18.13,96,6970,,7.23,,,,,,7.83,,,,,,,,,,,,,,,,1075.42,,,,,,,,,3.7,,,,,,Damage,,12.84,30.333333333333332,Low
363,Moira,Gold,5.31,5.01,17.43,88,5237,9008.0,6.61,,,,,,,,,,,,,45.0,67.0,,,,,,,,,,,,,,,,,,,,,,,Support,,20.43,49.0,Low
676,Cassidy,Master,2.25,4.9,17.76,51,8692,,8.75,,,,,,11.1,59.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,15.780000000000001,26.0,Low
623,Torbjorn,Gold,3.36,1.34,19.26,45,8674,,6.76,,,,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.509999999999998,16.0,High
1225,Torbjorn,Gold,3.28,1.18,18.15,50,9423,,6.77,,,,,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.61,16.5,High
1209,Junkrat,Bronze,2.65,2.98,16.69,46,7549,,8.38,,,,,,10.59,,,,,,,,,,,,,,14.0,4.89,,,,,,,,,,,,,,,,Damage,,13.76,23.0,Low
270,Mei,Platinum,4.04,1.75,17.48,77,5781,,7.33,,,,,,7.22,,,,,,,,,,,,,,,,964.64,,,,,,,,,8.2,,,,,,Damage,,12.07,28.333333333333332,Low
713,Brigitte,Gold,4.53,0.87,12.52,91,3737,8148.0,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.81,31.0,,,,,,,Support,,5.23,,High
832,Baptiste,Diamond,4.7,4.25,11.23,58,3769,9312.0,6.2,,,,581.43,,,,,,,,,,,,,,,,,,,,,,2.43,1.81,,,,,,,,,,Support,,4.75,36.1,Low
455,Mei,Master,4.78,0.94,19.89,78,7052,,7.12,,,,,,7.72,,,,,,,,,,,,,,,,1168.21,,,,,,,,,3.66,,,,,,Damage,,12.98,30.666666666666668,High
249,Sigma,Gold,5.05,1.73,18.42,109,8600,,5.55,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,1319.21,,,,,,,,Tank,,15.54,49.0,High
349,Widowmaker,Gold,2.54,1.51,15.16,19,5765,,8.09,,,,,,10.41,,,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,Damage,,10.43,45.0,Low
868,Junker Queen,Master,3.62,1.26,17.29,114,9175,,7.86,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,19.0,Tank,,17.270000000000003,36.5,Low
682,Sigma,Silver,4.91,1.79,18.2,149,9809,,5.13,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,1487.56,,,,,,,,Tank,,17.44,49.0,High
415,D.Va,Gold,6.18,1.54,20.95,130,8233,,5.6,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.73,24.0,Low
1094,Echo,Silver,2.79,0.79,18.13,59,7735,,8.04,,,,,,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.759999999999998,29.0,Low
979,Roadhog,Platinum,3.89,2.92,18.11,84,6906,,6.69,,,,,,,,,,,,,,,73.0,,,,,,,4350.7,,,,,,,,,,,,,,,Tank,,19.54,38.125,Low
154,Reinhardt,Gold,3.26,1.97,16.3,129,8132,,7.04,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,Tank,,20.89,,High
5,Ashe,Platinum,2.98,2.29,17.57,49,8213,,7.3,,,,,,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,18.229999999999997,40.0,Low
731,Sigma,Platinum,5.01,2.12,18.88,131,10066,,5.08,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,1326.84,,,,,,,,Tank,,16.92,51.0,High
459,Mercy,Master,4.48,10.11,1.72,45,318,8849.0,5.63,,,,1218.07,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.26,,High
46,Mei,Silver,4.22,0.7,18.93,79,6311,,7.61,,,,,,7.47,,,,,,,,,,,,,,,,1165.66,,,,,,,,,4.02,,,,,,Damage,,13.33,29.666666666666668,High
635,Zarya,Bronze,3.97,0.72,17.34,133,8415,,6.74,,,,,,,,,,,,,,,80.0,,,,,,,,,,33.75,,,,,,,,,,,,Tank,,21.35,40.0,Low
847,Winston,Grandmaster,4.27,1.89,19.89,85,6821,,7.57,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,Tank,,15.62,53.5,High
969,Ramattra,Grandmaster,3.49,1.86,17.97,132,9199,,6.73,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,Tank,,30.36,40.5,High
423,Wrecking Ball,Platinum,4.94,1.13,17.48,125,7798,,5.8,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,Tank,,21.48,21.0,Low
490,Junkrat,Diamond,2.67,2.4,16.6,45,8458,,8.16,,,,,,10.12,,,,,,,,,,,,,,18.0,4.93,,,,,,,,,,,,,,,,Damage,,14.33,25.0,Low
1047,Zarya,Silver,4.48,1.51,18.83,133,8998,,6.4,,,,,,,,,,,,,,,76.0,,,,,,,,,,36.4,,,,,,,,,,,,Tank,,23.4,40.5,Low
558,D.Va,Bronze,6.05,4.64,20.2,96,6644,,5.74,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.55,23.0,High
972,Reaper,Silver,2.97,2.15,19.34,64,7177,,8.33,,,,,,11.02,,,,,,,,,,,,,,,,1161.65,,,,,,,,,,,,,,,Damage,,14.02,17.5,Low
61,Sojourn,Bronze,2.94,0.65,17.45,58,7653,,8.1,,,,,,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,23.03,28.0,Low
51,Lucio,Silver,3.9,3.0,12.03,106,3440,8149.0,7.53,,,,,,,,,,,,,,,,,,27.6,9.91,,,,,,,,,,,,,,,,,,Support,,5.74,16.0,Low
274,Zarya,Bronze,4.03,3.23,18.89,129,8056,,6.94,,,,,,,,,,,,,,,77.0,,,,,,,,,,33.09,,,,,,,,,,,,Tank,,23.57,39.0,Low
1078,Doomfist,Silver,2.96,0.9,16.58,92,7565,,8.12,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,2799.79,,,,,,,,Tank,,26.98,28.0,High
614,Widowmaker,Platinum,2.59,1.73,15.69,22,5820,,8.1,,,,,,10.85,,,,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,Damage,,9.120000000000001,46.0,Low
304,Mei,Diamond,3.81,0.72,18.05,84,7434,,7.33,,,,,,8.43,,,,,,,,,,,,,,,,1043.27,,,,,,,,,3.69,,,,,,Damage,,13.370000000000001,32.0,Low
438,Sojourn,Bronze,2.91,2.83,17.4,52,8650,,8.45,,,,,,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,23.14,29.333333333333332,Low
1134,Echo,Bronze,2.5,0.62,16.8,54,7565,,8.71,,,,,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.58,27.853333333333335,Low
620,Bastion,Bronze,2.8,1.38,18.7,69,9493,,8.46,,,,,,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,36.06,24.0,Low
369,Ana,Master,4.84,8.41,9.83,51,2619,7314.0,6.26,5.4,310.51,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.219999999999999,56.0,Low
445,Sojourn,Platinum,3.2,0.79,18.73,55,8174,,7.86,,,,,,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,25.0,29.333333333333332,Low
875,Sigma,Master,5.18,2.22,18.71,141,10633,,5.12,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,1369.23,,,,,,,,Tank,,17.41,53.0,Low
595,Ana,Diamond,4.53,11.31,10.0,61,2802,8473.0,6.19,5.58,434.36,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,9.36,56.0,High
1246,Cassidy,Grandmaster,2.45,19.55,18.36,48,9584,,7.77,,,,,,11.31,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,14.63,26.5,High
1028,Junker Queen,Grandmaster,4.53,11.45,20.02,99,9958,,6.38,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,19.0,Tank,,17.91,33.0,High
724,Bastion,Platinum,2.15,1.15,16.4,67,9021,,9.4,,,,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,32.26,26.0,Low
727,Mei,Silver,3.93,1.75,16.99,80,5568,,7.4,,,,,,6.94,,,,,,,,,,,,,,,,971.21,,,,,,,,,7.84,,,,,,Damage,,11.99,27.666666666666668,Low
496,Genji,Master,2.65,5.23,19.49,66,7956,,8.21,,,,,,10.88,,17.71,1826.16,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.53,29.0,Low
1159,Sombra,Diamond,4.75,2.0,15.7,42,4666,,6.65,,,,,,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,0.91,,,,Damage,,10.77,33.0,Low
600,Genji,Bronze,2.27,1.04,15.44,71,6338,,8.37,,,,,,8.02,,12.14,1673.73,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,9.77,26.0,Low
6,Sigma,Master,4.91,3.91,18.95,123,10391,,5.03,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,1234.47,,,,,,,,Tank,,16.21,53.0,High
858,Cassidy,Silver,2.25,1.53,16.59,57,7820,,8.8,,,,,,10.25,53.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,15.970000000000002,24.0,Low
456,Symmetra,Platinum,3.53,1.41,19.27,64,8511,,7.89,,,,,,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,18.09,,Damage,,19.07,38.0,High
203,D.Va,Grandmaster,5.76,3.96,20.41,112,8221,,5.75,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.04,26.0,Low
39,Zarya,Master,4.45,1.48,18.87,129,9919,,6.17,,,,,,,,,,,,,,,74.0,,,,,,,,,,33.78,,,,,,,,,,,,Tank,,23.57,43.5,Low
915,Hanzo,Silver,3.1,3.55,16.38,41,7105,,7.8,,,,,,10.65,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,Damage,,18.34,19.5,Low
281,Symmetra,Diamond,3.48,1.83,19.3,64,8660,,7.88,,,,,,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,20.9,,Damage,,18.92,39.5,High
370,Ashe,Gold,2.86,2.08,17.01,50,7911,,7.35,,,,,,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,17.830000000000002,40.0,Low
168,Lucio,Bronze,3.44,1.42,10.8,111,3218,7908.0,7.67,,,,,,,,,,,,,,,,,,24.1,10.34,,,,,,,,,,,,,,,,,,Support,,5.6,16.0,Low
297,Sojourn,Diamond,3.2,4.08,19.54,54,9198,,8.22,,,,,,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,26.590000000000003,30.666666666666668,Low
158,Brigitte,Grandmaster,3.63,0.99,10.0,85,3153,7015.0,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.16,28.0,,,,,,,Support,,4.15,,Low
518,Lucio,Platinum,4.09,3.55,13.26,93,3687,7339.0,7.28,,,,,,,,,,,,,,,,,,27.46,10.35,,,,,,,,,,,,,,,,,,Support,,5.98,17.0,High
1067,Orisa,Platinum,3.72,3.64,18.2,126,9971,,7.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,Tank,,19.810000000000002,32.0,Low
631,Ramattra,Platinum,4.01,2.32,19.89,122,9941,,6.54,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,Tank,,32.92,43.5,Low
625,Tracer,Bronze,2.61,1.02,16.67,67,6147,,8.05,,,,,,7.72,,,,,,,,,,,,,,,,845.11,4.69,1.49,,,,,,,,,,,,,Damage,,10.379999999999999,19.5,Low
1189,Genji,Silver,2.53,1.4,16.91,69,6777,,8.16,,,,,,9.08,,13.83,1761.78,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.059999999999999,27.0,Low
218,Echo,Diamond,2.84,2.03,19.4,57,8671,,7.98,,,,,,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,28.740000000000002,29.813333333333333,Low
808,Orisa,Bronze,3.19,1.31,15.49,130,8149,,7.57,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,Tank,,17.979999999999997,31.0,Low
897,Mercy,Diamond,3.8,5.67,1.72,53,256,8555.0,7.06,,,,874.6,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,2.67,,High
247,Mei,Platinum,4.3,1.42,19.39,84,6981,,7.35,,,,,,8.11,,,,,,,,,,,,,,,,1120.54,,,,,,,,,3.89,,,,,,Damage,,12.98,30.333333333333332,High
565,Junker Queen,Master,4.78,1.89,20.66,106,9760,,6.56,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,20.0,Tank,,19.39,35.5,High
284,Sojourn,Grandmaster,3.06,3.39,18.68,47,8696,,7.66,,,,,,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,24.92,31.0,Low
522,Doomfist,Diamond,3.46,2.24,17.77,64,6825,,9.02,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,2141.46,,,,,,,,Tank,,26.76,27.0,Low
651,Zarya,Grandmaster,5.16,2.84,20.12,90,7795,,6.26,,,,,,,,,,,,,,,73.0,,,,,,,,,,34.0,,,,,,,,,,,,Tank,,23.160000000000004,41.0,Low
292,Moira,Bronze,5.94,4.98,17.16,89,5282,8573.0,6.42,,,,,,,,,,,,,42.0,66.0,,,,,,,,,,,,,,,,,,,,,,,Support,,20.43,46.0,Low
1061,Reaper,Bronze,2.52,2.27,18.36,81,7901,,8.38,,,,,,9.93,,,,,,,,,,,,,,,,1502.24,,,,,,,,,,,,,,,Damage,,14.23,20.0,Low
1176,Cassidy,Bronze,2.25,3.68,16.99,46,7056,,8.57,,,,,,10.27,55.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,13.05,23.0,Low
1139,Orisa,Bronze,3.03,4.79,16.24,134,7739,,7.24,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,Tank,,15.77,29.0,Low
971,Cassidy,Platinum,2.41,4.2,18.0,45,7495,,8.47,,,,,,10.94,57.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,13.31,24.5,Low
1163,Genji,Gold,2.5,2.21,17.63,68,7044,,8.17,,,,,,9.58,,14.97,1776.23,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.29,27.0,Low
998,Brigitte,Platinum,4.63,1.79,13.95,82,3817,7233.0,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.46,32.0,,,,,,,Support,,5.45,,High
1056,Ana,Silver,3.3,5.94,7.88,65,2258,7208.0,7.08,4.64,341.06,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,7.8,52.0,Low
4,Kiriko,Diamond,5.25,8.52,9.2,67,2629,8992.0,5.8,,,,,,,,,,,4.79,19.59,,,,,,,,,,,,,,,,,,,,,,,,,Support,,13.200000000000001,23.5,Low
559,Junkrat,Grandmaster,2.34,4.35,16.95,49,8227,,8.87,,,,,,11.05,,,,,,,,,,,,,,18.0,4.67,,,,,,,,,,,,,,,,Damage,,15.69,25.0,High
685,Cassidy,Silver,2.07,1.61,16.14,54,7455,,8.81,,,,,,9.83,58.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,14.11,23.5,Low
1171,Lucio,Silver,3.83,1.36,11.97,112,3410,7745.0,7.42,,,,,,,,,,,,,,,,,,28.19,10.27,,,,,,,,,,,,,,,,,,Support,,6.04,16.0,Low
1234,Tracer,Gold,2.47,0.86,17.11,63,6338,,8.39,,,,,,7.76,,,,,,,,,,,,,,,,886.21,4.87,1.51,,,,,,,,,,,,,Damage,,10.32,20.0,Low
1004,Cassidy,Diamond,2.28,5.69,17.65,53,8500,,8.58,,,,,,10.91,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,16.18,26.0,Low
545,Echo,Diamond,3.07,0.95,19.48,55,8400,,7.8,,,,,,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,28.59,30.353333333333335,High
229,Lucio,Grandmaster,4.2,12.61,12.92,81,3717,6171.0,6.92,,,,,,,,,,,,,,,,,,31.05,9.72,,,,,,,,,,,,,,,,,,Support,,4.97,16.5,High
606,Tracer,Bronze,2.21,0.44,15.92,65,5762,,8.34,,,,,,5.93,,,,,,,,,,,,,,,,872.88,4.68,1.34,,,,,,,,,,,,,Damage,,9.91,19.0,Low
1174,Genji,Gold,2.43,1.6,17.65,65,7232,,8.25,,,,,,9.75,,14.8,1842.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,11.13,28.0,Low
1105,Sombra,Grandmaster,5.39,3.26,16.5,40,6302,,5.56,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,28.65,2.65,,,,Damage,,10.509999999999998,37.0,Low
885,Bastion,Platinum,3.03,1.87,19.71,68,10482,,7.98,,,,,,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,37.71,27.0,Low
722,Junkrat,Silver,2.58,1.74,16.0,58,8026,,8.49,,,,,,9.66,,,,,,,,,,,,,,18.0,5.42,,,,,,,,,,,,,,,,Damage,,14.04,26.0,Low
1215,Soldier: 76,Bronze,2.73,3.16,18.12,59,8059,1458.0,9.08,,,,,,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,20.18,30.666666666666668,Low
984,Hanzo,Bronze,2.63,0.99,16.4,61,6944,,9.21,,,,,,10.74,,,,,,,,,,3.89,,,,,,,,,,,,,,,,,,,,,Damage,,19.66,22.5,Low
983,Mei,Master,3.94,1.9,17.36,75,5736,,7.34,,,,,,7.2,,,,,,,,,,,,,,,,955.54,,,,,,,,,8.21,,,,,,Damage,,11.94,28.0,Low
1079,Sojourn,Silver,2.37,2.78,15.69,57,7247,,8.84,,,,,,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.33,27.666666666666668,Low
1170,Brigitte,Bronze,4.12,0.83,11.93,94,3582,7610.0,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.15,29.0,,,,,,,Support,,5.09,,Low
1024,Moira,Gold,6.38,3.78,19.09,76,5264,7979.0,6.55,,,,,,,,,,,,,41.0,66.0,,,,,,,,,,,,,,,,,,,,,,,Support,,21.58,48.0,High
993,Zarya,Silver,3.99,2.76,18.91,125,8242,,7.0,,,,,,,,,,,,,,,75.0,,,,,,,,,,32.66,,,,,,,,,,,,Tank,,23.15,39.5,Low
357,Tracer,Grandmaster,2.89,3.24,19.09,54,6624,,8.31,,,,,,9.4,,,,,,,,,,,,,,,,813.89,4.88,1.6,,,,,,,,,,,,,Damage,,11.29,20.5,Low
1212,Genji,Grandmaster,2.51,12.51,18.77,59,7692,,8.0,,,,,,10.67,,17.73,1804.18,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.06,28.0,High
267,Zenyatta,Grandmaster,5.12,3.23,13.24,64,4911,6306.0,7.34,,,,1454.36,,,,,,,,,,,,,1262.9,,,,,,,,,,,,,,,,,,,,Support,,11.14,25.0,Low
151,Kiriko,Master,4.79,3.21,7.34,57,1994,8134.0,6.88,,,,,,,,,,,3.53,19.17,,,,,,,,,,,,,,,,,,,,,,,,,Support,,10.54,21.0,Low
966,Torbjorn,Bronze,2.92,0.92,16.75,55,8787,,7.11,,,,,,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,21.59,15.5,Low
598,Mei,Gold,4.02,1.67,17.22,79,5661,,7.37,,,,,,7.04,,,,,,,,,,,,,,,,968.23,,,,,,,,,8.04,,,,,,Damage,,12.05,28.0,Low
412,Ana,Grandmaster,4.88,8.39,9.89,51,2649,7288.0,6.27,5.4,308.14,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,8.2,55.0,Low
588,Baptiste,Diamond,3.74,3.03,9.52,66,3238,8229.0,7.53,,,,435.32,,,,,,,,,,,,,,,,,,,,,,2.5,1.89,,,,,,,,,,Support,,4.86,33.96333333333333,High
1199,Roadhog,Gold,3.68,0.45,16.54,118,7615,,6.9,,,,,,,,,,,,,,,70.0,,,,,,,5061.32,,,,,,,,,,,,,,,Tank,,18.64,39.575,Low
191,Genji,Platinum,2.51,3.53,18.32,66,7291,,8.14,,,,,,10.08,,16.22,1756.61,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage,,10.34,28.0,Low
