person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,female,Associate,34746.0,2,MORTGAGE,9500.0,DEBTCONSOLIDATION,15.62,0.27,2.0,630,No,1
25.0,female,Bachelor,41906.0,1,RENT,1500.0,MEDICAL,16.82,0.04,4.0,559,No,1
24.0,male,High School,41886.0,2,RENT,1500.0,DEBTCONSOLIDATION,8.94,0.04,2.0,685,No,1
22.0,male,Bachelor,42887.0,3,RENT,1500.0,DEBTCONSOLIDATION,12.23,0.03,4.0,622,No,1
26.0,male,Bachelor,34758.0,1,MORTGAGE,4500.0,PERSONAL,11.01,0.13,2.0,598,No,1
22.0,female,High School,44339.0,0,RENT,1500.0,EDUCATION,13.16,0.03,4.0,613,No,1
24.0,female,Master,47453.0,2,RENT,1500.0,EDUCATION,8.49,0.03,3.0,607,No,1
23.0,female,Bachelor,34286.0,0,MORTGAGE,5225.0,HOMEIMPROVEMENT,14.84,0.15,2.0,601,No,1
26.0,female,Bachelor,51385.0,4,RENT,1500.0,VENTURE,14.61,0.03,3.0,555,No,1
22.0,male,Bachelor,52099.0,1,RENT,1500.0,MEDICAL,17.19,0.03,4.0,694,No,1
24.0,female,Bachelor,34450.0,4,OTHER,9000.0,EDUCATION,10.83,0.26,3.0,562,No,1
21.0,female,Bachelor,62124.0,0,RENT,1500.0,HOMEIMPROVEMENT,15.58,0.02,4.0,701,No,1
24.0,female,Bachelor,84860.0,0,RENT,1500.0,PERSONAL,14.42,0.02,4.0,572,No,1
23.0,female,Bachelor,12519.0,3,RENT,1600.0,DEBTCONSOLIDATION,10.36,0.13,2.0,635,No,1
21.0,female,High School,15315.0,0,RENT,1600.0,EDUCATION,10.59,0.1,2.0,638,No,1
24.0,female,Master,18313.0,1,RENT,1600.0,PERSONAL,18.25,0.09,3.0,646,No,1
23.0,female,Master,35775.0,0,RENT,1675.0,PERSONAL,15.21,0.05,2.0,621,No,1
21.0,male,Associate,12231.0,0,RENT,1750.0,EDUCATION,8.94,0.14,2.0,707,No,1
26.0,female,Master,12775.0,3,RENT,1750.0,VENTURE,9.99,0.14,4.0,659,No,1
22.0,male,High School,13445.0,2,RENT,1750.0,DEBTCONSOLIDATION,14.72,0.13,3.0,560,No,1
23.0,male,Associate,13011.0,4,RENT,1750.0,DEBTCONSOLIDATION,15.05,0.13,3.0,542,No,1
25.0,male,High School,13107.0,2,RENT,1750.0,VENTURE,7.49,0.13,3.0,624,No,1
23.0,male,High School,28170.0,0,RENT,1750.0,PERSONAL,15.7,0.06,2.0,544,No,1
24.0,male,High School,35407.0,3,MORTGAGE,1400.0,HOMEIMPROVEMENT,8.9,0.04,3.0,588,No,1
22.0,female,High School,22819.0,0,RENT,1800.0,MEDICAL,12.18,0.08,3.0,678,No,1
23.0,female,Master,31126.0,0,RENT,1800.0,MEDICAL,12.69,0.06,3.0,571,No,1
21.0,male,Master,18240.0,1,RENT,1825.0,VENTURE,15.62,0.1,2.0,643,No,1
22.0,male,High School,32465.0,0,RENT,1900.0,DEBTCONSOLIDATION,7.29,0.06,3.0,571,No,1
24.0,female,Bachelor,13148.0,1,RENT,2000.0,DEBTCONSOLIDATION,10.25,0.15,2.0,623,No,1
23.0,male,Bachelor,15412.0,0,RENT,2000.0,EDUCATION,7.74,0.13,4.0,528,No,1
25.0,male,Associate,15403.0,2,RENT,2000.0,HOMEIMPROVEMENT,11.89,0.13,4.0,608,No,1
26.0,male,Bachelor,18104.0,2,RENT,2000.0,PERSONAL,17.49,0.11,4.0,651,No,1
26.0,male,Bachelor,18084.0,4,RENT,2000.0,DEBTCONSOLIDATION,15.58,0.11,4.0,639,No,1
24.0,male,Bachelor,20118.0,2,RENT,2000.0,PERSONAL,15.05,0.1,4.0,603,No,1
25.0,female,Associate,23029.0,0,RENT,2000.0,DEBTCONSOLIDATION,7.51,0.09,4.0,685,No,1
26.0,male,Bachelor,22770.0,1,RENT,2000.0,EDUCATION,13.3,0.09,2.0,484,No,1
26.0,male,High School,24765.0,3,RENT,2000.0,EDUCATION,8.59,0.08,3.0,662,No,1
21.0,female,Associate,26814.0,1,RENT,2000.0,DEBTCONSOLIDATION,11.71,0.07,2.0,566,No,1
22.0,male,High School,26812.0,0,RENT,2000.0,DEBTCONSOLIDATION,16.89,0.07,2.0,647,No,1
22.0,male,Bachelor,29269.0,0,RENT,2000.0,HOMEIMPROVEMENT,11.89,0.07,4.0,651,No,1
24.0,male,Bachelor,29568.0,4,RENT,2000.0,HOMEIMPROVEMENT,12.69,0.07,2.0,650,No,1
21.0,female,Associate,29787.0,0,RENT,2000.0,PERSONAL,18.39,0.07,3.0,638,No,1
22.0,female,Master,35757.0,0,MORTGAGE,8875.0,MEDICAL,15.68,0.25,3.0,711,No,1
24.0,male,Associate,35688.0,0,MORTGAGE,11000.0,PERSONAL,11.71,0.31,4.0,603,No,1
24.0,female,Master,29613.0,0,RENT,2000.0,HOMEIMPROVEMENT,14.61,0.07,2.0,629,No,1
24.0,male,Associate,29937.0,0,RENT,2000.0,VENTURE,16.0,0.07,2.0,601,No,1
24.0,male,Master,31356.0,3,RENT,2000.0,DEBTCONSOLIDATION,14.96,0.06,4.0,568,No,1
21.0,female,Master,36478.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.57,0.14,4.0,624,No,1
23.0,male,Associate,33568.0,3,RENT,2000.0,DEBTCONSOLIDATION,13.99,0.06,3.0,637,No,1
26.0,male,Master,37226.0,5,RENT,2000.0,EDUCATION,11.71,0.05,2.0,716,No,1
23.0,male,Master,36728.0,1,MORTGAGE,4750.0,DEBTCONSOLIDATION,14.46,0.13,4.0,715,No,1
24.0,female,Associate,37266.0,2,RENT,2000.0,MEDICAL,20.0,0.05,3.0,675,No,1
23.0,female,High School,99134.0,2,RENT,15000.0,HOMEIMPROVEMENT,18.25,0.15,2.0,595,No,1
22.0,male,Bachelor,86113.0,0,RENT,15000.0,MEDICAL,16.77,0.17,2.0,673,No,1
23.0,female,High School,101365.0,0,RENT,15000.0,DEBTCONSOLIDATION,8.49,0.15,2.0,636,No,1
26.0,female,High School,101920.0,3,RENT,15000.0,DEBTCONSOLIDATION,16.0,0.15,3.0,629,No,1
21.0,male,High School,36716.0,0,MORTGAGE,7125.0,MEDICAL,7.51,0.19,4.0,576,No,1
24.0,female,Associate,106848.0,1,RENT,15000.0,HOMEIMPROVEMENT,9.99,0.14,4.0,642,No,1
24.0,male,High School,118432.0,0,RENT,15000.0,DEBTCONSOLIDATION,14.93,0.13,2.0,543,No,1
26.0,male,Bachelor,142602.0,4,RENT,15000.0,EDUCATION,17.58,0.11,4.0,658,No,1
24.0,male,Associate,148324.0,3,RENT,15000.0,PERSONAL,15.37,0.1,4.0,532,No,1
22.0,female,High School,36996.0,1,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.49,0.27,2.0,672,No,1
23.0,male,High School,37112.0,0,MORTGAGE,3800.0,MEDICAL,18.64,0.1,2.0,642,No,1
24.0,male,Associate,178447.0,1,RENT,15000.0,DEBTCONSOLIDATION,16.82,0.08,3.0,601,No,1
22.0,female,Master,41769.0,0,RENT,14900.0,EDUCATION,15.37,0.36,2.0,665,No,1
25.0,male,Bachelor,39111.0,3,RENT,14850.0,DEBTCONSOLIDATION,8.9,0.38,4.0,527,No,1
25.0,female,Bachelor,35409.0,2,RENT,14800.0,MEDICAL,7.49,0.42,3.0,448,No,1
23.0,female,Bachelor,36959.0,5,MORTGAGE,1000.0,DEBTCONSOLIDATION,6.62,0.03,3.0,702,No,1
24.0,male,High School,38154.0,2,RENT,2000.0,VENTURE,16.29,0.05,2.0,577,No,1
24.0,female,High School,37111.0,4,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.99,0.46,3.0,641,No,1
24.0,female,Associate,39365.0,0,RENT,2000.0,EDUCATION,10.59,0.05,3.0,618,No,1
22.0,female,Bachelor,39629.0,2,RENT,2000.0,EDUCATION,12.53,0.05,2.0,655,No,1
24.0,male,High School,40302.0,2,RENT,2000.0,EDUCATION,10.0,0.05,2.0,597,No,1
21.0,male,Master,40534.0,0,RENT,2000.0,HOMEIMPROVEMENT,12.61,0.05,3.0,657,No,1
22.0,male,Bachelor,65784.0,2,RENT,2000.0,MEDICAL,18.3,0.03,4.0,641,No,1
24.0,female,High School,70716.0,2,RENT,2000.0,MEDICAL,15.37,0.03,4.0,536,No,1
26.0,male,Bachelor,37000.0,5,MORTGAGE,2000.0,HOMEIMPROVEMENT,11.99,0.05,2.0,639,No,1
23.0,male,High School,13256.0,0,RENT,2100.0,VENTURE,12.21,0.16,3.0,601,No,1
23.0,female,High School,15411.0,1,RENT,2100.0,MEDICAL,8.94,0.14,2.0,597,No,1
22.0,male,High School,18328.0,2,RENT,2100.0,HOMEIMPROVEMENT,14.83,0.11,3.0,591,No,1
22.0,female,Bachelor,42217.0,1,RENT,2100.0,MEDICAL,17.04,0.05,3.0,646,No,1
24.0,female,High School,65420.0,4,RENT,2100.0,HOMEIMPROVEMENT,17.14,0.03,4.0,645,No,1
24.0,female,Master,95755.0,2,RENT,2100.0,MEDICAL,9.91,0.02,4.0,670,No,1
26.0,male,Bachelor,70385.0,7,RENT,2150.0,DEBTCONSOLIDATION,15.62,0.03,3.0,624,No,1
22.0,male,Bachelor,35568.0,2,RENT,14000.0,VENTURE,7.9,0.39,2.0,573,No,1
21.0,male,Master,37264.0,0,RENT,14000.0,MEDICAL,10.65,0.38,2.0,545,No,1
24.0,female,Associate,36841.0,4,RENT,14000.0,DEBTCONSOLIDATION,7.9,0.38,2.0,538,No,1
22.0,male,Bachelor,37513.0,0,RENT,14000.0,VENTURE,6.99,0.37,4.0,595,No,1
23.0,female,Associate,36711.0,0,RENT,14000.0,MEDICAL,11.26,0.38,3.0,554,No,1
22.0,male,Bachelor,39399.0,1,RENT,14000.0,DEBTCONSOLIDATION,13.49,0.36,2.0,624,No,1
22.0,male,Bachelor,39517.0,0,RENT,14000.0,EDUCATION,12.23,0.35,3.0,580,No,1
26.0,male,Associate,40269.0,4,RENT,14000.0,EDUCATION,7.51,0.35,4.0,624,No,1
24.0,female,Bachelor,39839.0,0,RENT,14000.0,MEDICAL,14.17,0.35,2.0,676,No,1
22.0,male,Master,41760.0,1,RENT,14000.0,DEBTCONSOLIDATION,10.62,0.34,4.0,716,No,1
22.0,female,Master,45090.0,0,RENT,14000.0,PERSONAL,6.92,0.31,2.0,670,No,1
26.0,male,High School,45042.0,0,RENT,14000.0,PERSONAL,9.88,0.31,4.0,578,No,1
23.0,female,Bachelor,45628.0,3,RENT,14000.0,EDUCATION,14.42,0.31,3.0,505,No,1
21.0,female,Associate,46414.0,0,RENT,14000.0,PERSONAL,7.9,0.3,2.0,512,No,1
22.0,male,High School,47934.0,0,RENT,14000.0,MEDICAL,10.37,0.29,3.0,673,No,1
26.0,female,Associate,48727.0,5,RENT,14000.0,DEBTCONSOLIDATION,10.37,0.29,3.0,616,No,1
22.0,male,Bachelor,49401.0,0,RENT,14000.0,EDUCATION,11.01,0.28,4.0,571,No,1
24.0,female,High School,48758.0,2,RENT,14000.0,MEDICAL,6.03,0.29,2.0,639,No,1
22.0,male,High School,49052.0,0,RENT,14000.0,EDUCATION,13.11,0.29,3.0,608,No,1
24.0,male,Associate,41910.0,0,RENT,14000.0,VENTURE,14.61,0.33,2.0,610,No,1
24.0,male,High School,41942.0,1,RENT,14000.0,DEBTCONSOLIDATION,16.0,0.33,3.0,585,No,1
22.0,male,Associate,50189.0,0,RENT,14000.0,VENTURE,11.01,0.28,3.0,632,No,1
22.0,female,Bachelor,50555.0,0,RENT,14000.0,VENTURE,17.49,0.28,3.0,586,No,1
21.0,male,High School,15202.0,1,RENT,2200.0,DEBTCONSOLIDATION,11.01,0.14,3.0,617,No,1
21.0,female,Bachelor,20481.0,0,RENT,2200.0,MEDICAL,16.49,0.11,2.0,644,No,1
23.0,male,Associate,32355.0,2,RENT,2200.0,DEBTCONSOLIDATION,9.91,0.07,2.0,620,No,1
22.0,male,Master,34703.0,2,RENT,2200.0,HOMEIMPROVEMENT,15.95,0.06,2.0,669,No,1
23.0,male,Master,17782.0,0,RENT,2300.0,EDUCATION,15.33,0.13,2.0,675,No,1
26.0,male,Master,18021.0,0,RENT,2350.0,MEDICAL,9.91,0.13,4.0,653,No,1
24.0,female,Master,15186.0,0,RENT,2400.0,MEDICAL,6.92,0.16,2.0,665,No,1
23.0,female,High School,16718.0,0,RENT,2400.0,PERSONAL,16.82,0.14,3.0,605,No,1
24.0,male,Bachelor,17140.0,1,RENT,2400.0,VENTURE,17.27,0.14,2.0,610,No,1
24.0,male,High School,37247.0,0,MORTGAGE,5000.0,HOMEIMPROVEMENT,13.48,0.13,2.0,637,No,1
24.0,male,Master,20806.0,2,RENT,2400.0,MEDICAL,13.98,0.12,4.0,707,No,1
26.0,male,Associate,22526.0,8,RENT,2400.0,VENTURE,13.06,0.11,2.0,675,No,1
24.0,male,Bachelor,25005.0,0,RENT,2400.0,DEBTCONSOLIDATION,15.62,0.1,2.0,657,No,1
22.0,male,Bachelor,26976.0,3,RENT,2400.0,HOMEIMPROVEMENT,16.29,0.09,4.0,632,No,1
23.0,male,Bachelor,26871.0,1,RENT,2400.0,DEBTCONSOLIDATION,15.23,0.09,4.0,598,No,1
26.0,male,Bachelor,31133.0,4,RENT,2400.0,PERSONAL,15.28,0.08,3.0,651,No,1
21.0,female,Associate,32471.0,0,RENT,2400.0,PERSONAL,11.58,0.07,4.0,545,No,1
22.0,male,Master,33006.0,3,RENT,2400.0,HOMEIMPROVEMENT,13.92,0.07,3.0,633,No,1
24.0,female,Bachelor,35413.0,0,RENT,2400.0,HOMEIMPROVEMENT,14.26,0.07,4.0,666,No,1
21.0,female,Bachelor,36999.0,0,RENT,2400.0,HOMEIMPROVEMENT,17.19,0.06,2.0,659,No,1
21.0,female,Bachelor,36861.0,0,RENT,2400.0,VENTURE,16.49,0.07,2.0,697,No,1
23.0,female,High School,38120.0,0,RENT,2400.0,PERSONAL,13.98,0.06,4.0,460,No,1
21.0,female,Associate,41935.0,1,RENT,2400.0,HOMEIMPROVEMENT,10.83,0.06,4.0,659,No,1
22.0,female,Bachelor,36979.0,1,MORTGAGE,5000.0,EDUCATION,11.89,0.14,4.0,631,No,1
21.0,female,Associate,37124.0,0,MORTGAGE,4750.0,PERSONAL,9.63,0.13,2.0,632,No,1
22.0,female,High School,45803.0,0,RENT,2400.0,PERSONAL,10.65,0.05,3.0,671,No,1
23.0,female,Master,36765.0,0,MORTGAGE,8000.0,MEDICAL,11.01,0.22,3.0,720,No,1
24.0,male,Master,65771.0,3,RENT,2400.0,MEDICAL,13.49,0.04,4.0,656,No,1
26.0,male,High School,66006.0,4,RENT,2400.0,HOMEIMPROVEMENT,14.09,0.04,2.0,605,No,1
25.0,female,Bachelor,106355.0,1,RENT,2400.0,PERSONAL,14.79,0.02,4.0,657,No,1
26.0,female,High School,20475.0,0,RENT,2450.0,VENTURE,11.01,0.12,2.0,609,No,1
21.0,male,Associate,14420.0,2,RENT,2500.0,PERSONAL,8.88,0.17,2.0,637,No,1
21.0,female,Associate,15753.0,0,RENT,2500.0,MEDICAL,11.99,0.16,4.0,572,No,1
21.0,female,Master,16616.0,0,RENT,2500.0,HOMEIMPROVEMENT,7.88,0.15,2.0,665,No,1
24.0,male,Bachelor,15503.0,3,RENT,2500.0,VENTURE,13.11,0.16,2.0,635,No,1
24.0,male,Bachelor,37999.0,1,RENT,13500.0,VENTURE,13.43,0.36,4.0,646,No,1
21.0,female,Bachelor,46809.0,0,RENT,13500.0,EDUCATION,9.91,0.29,3.0,643,No,1
22.0,female,High School,52686.0,2,RENT,13500.0,PERSONAL,10.95,0.26,3.0,592,No,1
22.0,male,Associate,37110.0,0,OWN,5000.0,EDUCATION,19.47,0.13,3.0,578,No,1
23.0,female,Bachelor,43065.0,0,RENT,13475.0,DEBTCONSOLIDATION,10.65,0.31,3.0,671,No,1
23.0,male,Associate,37797.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,14.54,0.16,2.0,638,No,1
23.0,male,Master,35570.0,2,RENT,13475.0,VENTURE,14.26,0.38,4.0,688,No,1
23.0,male,Bachelor,35526.0,0,RENT,13450.0,MEDICAL,12.61,0.38,3.0,603,No,1
24.0,male,High School,43155.0,2,RENT,13400.0,MEDICAL,11.01,0.31,3.0,622,No,1
26.0,male,High School,46438.0,2,RENT,13400.0,EDUCATION,9.99,0.29,2.0,638,No,1
22.0,female,Associate,61193.0,0,RENT,13350.0,DEBTCONSOLIDATION,14.59,0.22,2.0,586,No,1
24.0,female,Master,40411.0,0,RENT,13300.0,DEBTCONSOLIDATION,7.66,0.33,4.0,578,No,1
24.0,female,Associate,48960.0,0,RENT,13300.0,PERSONAL,16.0,0.27,4.0,656,No,1
25.0,female,Associate,29751.0,1,RENT,13250.0,VENTURE,10.37,0.45,2.0,654,No,1
22.0,female,Bachelor,37323.0,0,RENT,13250.0,DEBTCONSOLIDATION,16.4,0.36,3.0,673,No,1
22.0,male,Associate,41328.0,2,RENT,13250.0,DEBTCONSOLIDATION,11.01,0.32,4.0,676,No,1
26.0,female,Associate,45983.0,3,RENT,13250.0,DEBTCONSOLIDATION,13.49,0.29,3.0,656,No,1
23.0,female,Bachelor,46942.0,0,RENT,13250.0,VENTURE,10.99,0.28,4.0,585,No,1
26.0,female,Bachelor,49007.0,5,RENT,13250.0,PERSONAL,11.71,0.27,2.0,617,No,1
25.0,male,Associate,49091.0,2,RENT,13250.0,PERSONAL,11.01,0.27,3.0,629,No,1
26.0,male,Bachelor,43097.0,0,RENT,13225.0,VENTURE,13.49,0.31,3.0,593,No,1
22.0,female,High School,49427.0,0,RENT,13225.0,PERSONAL,16.77,0.27,2.0,637,No,1
22.0,female,High School,38605.0,2,RENT,13200.0,EDUCATION,11.71,0.34,4.0,650,No,1
26.0,male,Master,38543.0,3,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.9,0.39,4.0,649,No,1
26.0,male,Bachelor,66018.0,0,RENT,13200.0,PERSONAL,14.91,0.2,2.0,626,No,1
21.0,female,Master,29948.0,0,RENT,13000.0,VENTURE,15.7,0.43,3.0,703,No,1
21.0,male,Master,29823.0,2,RENT,13000.0,DEBTCONSOLIDATION,12.87,0.44,2.0,698,No,1
24.0,male,Master,38084.0,6,MORTGAGE,9000.0,PERSONAL,14.84,0.24,4.0,662,No,1
26.0,female,High School,34972.0,6,RENT,13000.0,MEDICAL,16.29,0.37,3.0,686,No,1
25.0,female,Master,34897.0,3,RENT,13000.0,PERSONAL,7.9,0.37,3.0,689,No,1
26.0,female,Bachelor,35681.0,3,RENT,13000.0,HOMEIMPROVEMENT,14.46,0.36,2.0,600,No,1
25.0,male,Bachelor,38493.0,5,MORTGAGE,12250.0,PERSONAL,11.36,0.32,3.0,577,No,1
22.0,male,Associate,37343.0,0,RENT,13000.0,VENTURE,13.11,0.35,3.0,639,No,1
21.0,male,High School,38606.0,0,RENT,13000.0,EDUCATION,13.11,0.34,2.0,625,No,1
26.0,male,Master,41524.0,6,RENT,13000.0,EDUCATION,13.57,0.31,4.0,649,No,1
26.0,female,Bachelor,42048.0,5,RENT,13000.0,MEDICAL,9.63,0.31,2.0,630,No,1
25.0,male,Bachelor,43121.0,3,RENT,13000.0,MEDICAL,13.22,0.3,2.0,582,No,1
24.0,female,Bachelor,44701.0,0,RENT,13000.0,EDUCATION,17.27,0.29,4.0,600,No,1
24.0,female,High School,43994.0,0,RENT,13000.0,DEBTCONSOLIDATION,7.29,0.3,3.0,617,No,1
23.0,male,Bachelor,36761.0,0,RENT,13000.0,DEBTCONSOLIDATION,13.57,0.35,2.0,650,No,1
22.0,male,Bachelor,44367.0,0,RENT,13000.0,DEBTCONSOLIDATION,11.14,0.29,4.0,684,No,1
24.0,female,High School,45348.0,0,RENT,13000.0,EDUCATION,10.25,0.29,4.0,579,No,1
23.0,male,Bachelor,46830.0,0,RENT,13000.0,EDUCATION,11.01,0.28,4.0,664,No,1
23.0,male,High School,46961.0,0,RENT,13000.0,EDUCATION,11.71,0.28,3.0,661,No,1
25.0,female,Bachelor,47311.0,1,RENT,13000.0,DEBTCONSOLIDATION,10.74,0.27,3.0,630,No,1
22.0,female,High School,48011.0,2,RENT,13000.0,DEBTCONSOLIDATION,11.83,0.27,4.0,540,No,1
25.0,male,High School,48981.0,0,RENT,13000.0,PERSONAL,10.99,0.27,3.0,637,No,1
24.0,female,Associate,48616.0,0,RENT,13000.0,DEBTCONSOLIDATION,14.26,0.27,3.0,565,No,1
25.0,female,Bachelor,38469.0,5,MORTGAGE,2400.0,HOMEIMPROVEMENT,17.58,0.06,4.0,547,No,1
21.0,male,Master,50020.0,2,RENT,13000.0,MEDICAL,13.57,0.26,2.0,600,No,1
26.0,male,Associate,44291.0,3,RENT,13000.0,DEBTCONSOLIDATION,5.99,0.29,4.0,669,No,1
21.0,female,High School,51338.0,0,RENT,13000.0,EDUCATION,15.31,0.25,3.0,611,No,1
22.0,male,Bachelor,45535.0,0,RENT,13000.0,VENTURE,16.0,0.29,2.0,640,No,1
24.0,male,Master,47858.0,1,RENT,13000.0,EDUCATION,10.75,0.27,4.0,670,No,1
23.0,male,High School,53718.0,0,RENT,13000.0,DEBTCONSOLIDATION,16.29,0.24,3.0,562,No,1
22.0,female,High School,38089.0,0,MORTGAGE,1050.0,DEBTCONSOLIDATION,7.51,0.03,4.0,581,No,1
21.0,female,Master,27740.0,0,RENT,2500.0,PERSONAL,16.29,0.09,4.0,693,No,1
26.0,female,Bachelor,28088.0,6,RENT,2500.0,PERSONAL,6.76,0.09,4.0,688,No,1
25.0,male,High School,38461.0,1,MORTGAGE,4750.0,EDUCATION,11.01,0.12,2.0,666,No,1
22.0,male,High School,30778.0,0,RENT,2500.0,MEDICAL,10.99,0.08,3.0,650,No,1
22.0,female,Associate,38291.0,0,MORTGAGE,11225.0,DEBTCONSOLIDATION,11.01,0.29,2.0,569,No,1
21.0,male,High School,35131.0,0,RENT,2500.0,DEBTCONSOLIDATION,16.77,0.07,2.0,635,No,1
25.0,male,Associate,35703.0,1,RENT,2500.0,VENTURE,12.84,0.07,3.0,616,No,1
24.0,male,High School,37998.0,3,RENT,2500.0,EDUCATION,14.54,0.07,3.0,505,No,1
23.0,male,Associate,41312.0,0,RENT,2500.0,EDUCATION,15.68,0.06,4.0,620,No,1
24.0,male,Bachelor,35426.0,5,RENT,2500.0,MEDICAL,11.01,0.07,4.0,637,No,1
22.0,male,High School,36821.0,0,RENT,2500.0,EDUCATION,8.49,0.07,2.0,602,No,1
21.0,male,Bachelor,37106.0,0,RENT,2500.0,DEBTCONSOLIDATION,7.14,0.07,4.0,563,No,1
22.0,female,High School,37236.0,0,RENT,2500.0,EDUCATION,13.16,0.07,4.0,644,No,1
25.0,male,High School,39029.0,6,RENT,2500.0,MEDICAL,16.45,0.06,2.0,622,No,1
22.0,female,High School,41984.0,2,RENT,2500.0,HOMEIMPROVEMENT,13.57,0.06,3.0,532,No,1
22.0,male,Associate,43928.0,0,RENT,2500.0,MEDICAL,15.62,0.06,2.0,650,No,1
24.0,male,Bachelor,44112.0,3,RENT,2500.0,HOMEIMPROVEMENT,16.77,0.06,3.0,566,No,1
25.0,female,Master,44403.0,2,RENT,2500.0,MEDICAL,7.66,0.06,2.0,589,No,1
21.0,male,Master,39191.0,0,MORTGAGE,2500.0,PERSONAL,11.71,0.06,3.0,693,No,1
22.0,male,High School,45458.0,0,RENT,2500.0,HOMEIMPROVEMENT,17.49,0.05,3.0,689,No,1
22.0,female,Associate,55626.0,0,RENT,2500.0,EDUCATION,18.64,0.04,2.0,662,No,1
24.0,female,Bachelor,56304.0,4,RENT,2500.0,VENTURE,13.98,0.04,3.0,653,No,1
26.0,male,High School,59753.0,1,RENT,2500.0,DEBTCONSOLIDATION,14.59,0.04,2.0,607,No,1
23.0,male,Associate,60221.0,0,RENT,2500.0,DEBTCONSOLIDATION,11.01,0.04,2.0,673,No,1
25.0,male,Bachelor,39031.0,4,MORTGAGE,3250.0,PERSONAL,10.74,0.08,2.0,668,No,1
22.0,male,Master,66313.0,1,RENT,2500.0,MEDICAL,16.49,0.04,3.0,554,No,1
24.0,male,Associate,78129.0,0,RENT,2500.0,HOMEIMPROVEMENT,11.14,0.03,3.0,620,No,1
23.0,male,Associate,13611.0,0,RENT,2800.0,DEBTCONSOLIDATION,9.99,0.21,4.0,563,No,1
23.0,female,Master,16451.0,2,RENT,2800.0,PERSONAL,15.21,0.17,2.0,682,No,1
25.0,female,High School,17127.0,2,RENT,2800.0,PERSONAL,14.61,0.16,2.0,597,No,1
22.0,female,Bachelor,18187.0,0,RENT,2800.0,VENTURE,6.54,0.15,3.0,664,No,1
21.0,female,High School,18559.0,0,RENT,2800.0,DEBTCONSOLIDATION,8.0,0.15,3.0,563,No,1
26.0,male,Master,19143.0,4,RENT,2800.0,EDUCATION,15.31,0.15,4.0,623,No,1
21.0,female,High School,19941.0,1,RENT,2800.0,MEDICAL,7.4,0.14,4.0,668,No,1
25.0,male,Associate,25919.0,3,RENT,2800.0,HOMEIMPROVEMENT,15.21,0.11,4.0,607,No,1
22.0,male,Bachelor,28291.0,3,RENT,2800.0,MEDICAL,20.0,0.1,4.0,618,No,1
23.0,female,Bachelor,29699.0,4,RENT,2800.0,MEDICAL,11.49,0.09,4.0,638,No,1
25.0,male,Master,39408.0,3,MORTGAGE,2500.0,HOMEIMPROVEMENT,7.68,0.06,3.0,596,No,1
22.0,female,High School,33478.0,0,RENT,2800.0,MEDICAL,7.51,0.08,3.0,600,No,1
23.0,female,Master,39334.0,0,MORTGAGE,2500.0,HOMEIMPROVEMENT,12.8,0.06,3.0,643,No,1
22.0,female,Associate,38852.0,2,RENT,2900.0,DEBTCONSOLIDATION,11.01,0.07,4.0,676,No,1
24.0,female,Associate,12995.0,1,RENT,3000.0,PERSONAL,7.9,0.23,3.0,640,No,1
21.0,male,High School,15134.0,2,RENT,3000.0,EDUCATION,8.9,0.2,4.0,629,No,1
21.0,male,High School,15286.0,0,RENT,3000.0,VENTURE,7.88,0.2,3.0,566,No,1
23.0,female,High School,16936.0,2,RENT,3000.0,DEBTCONSOLIDATION,11.01,0.18,3.0,524,No,1
23.0,female,Associate,18020.0,0,RENT,3000.0,VENTURE,7.74,0.17,3.0,685,No,1
21.0,male,High School,18176.0,0,RENT,3000.0,MEDICAL,13.43,0.17,3.0,635,No,1
22.0,male,Bachelor,40060.0,2,MORTGAGE,1000.0,HOMEIMPROVEMENT,15.27,0.02,2.0,598,No,1
21.0,male,Bachelor,18370.0,2,RENT,3000.0,HOMEIMPROVEMENT,9.63,0.16,2.0,664,No,1
26.0,male,Associate,18153.0,5,RENT,3000.0,VENTURE,11.01,0.17,2.0,696,No,1
22.0,male,High School,18729.0,0,RENT,3000.0,EDUCATION,9.91,0.16,3.0,561,No,1
22.0,male,Associate,18858.0,0,RENT,3000.0,VENTURE,7.51,0.16,4.0,687,No,1
23.0,female,High School,20263.0,0,RENT,3000.0,DEBTCONSOLIDATION,16.29,0.15,2.0,633,No,1
22.0,female,High School,20429.0,0,RENT,3000.0,HOMEIMPROVEMENT,13.92,0.15,4.0,628,No,1
26.0,female,High School,21779.0,5,RENT,3000.0,HOMEIMPROVEMENT,11.01,0.14,4.0,537,No,1
25.0,male,Associate,21806.0,5,RENT,3000.0,EDUCATION,11.83,0.14,4.0,650,No,1
23.0,female,Bachelor,22139.0,0,RENT,3000.0,DEBTCONSOLIDATION,10.37,0.14,4.0,615,No,1
21.0,male,High School,22631.0,3,RENT,3000.0,MEDICAL,6.0,0.13,3.0,575,No,1
